season,age,team,position,games,games started,minutes played,field goals,field goal att,field goal pct,3-Pts,3-Pts Att,3-Pts Pct,2-Pts,2-Pts Att,2-Pts Pct,free throws,free throw att,free throw pct,offensive rebounds,defensive rebounds,total rebounds,assists,steals,blocks,turnovers,personal fouls,total pts
2023-2024 Season,20,ATL,SG,17,0,196,6.2,16.9,.370,1.7,7.3,.225,4.6,9.6,.481,.418,0.7,1.5,.500,1.1,5.0,6.1,5.0,1.3,0.9,1.8,3.7,14.9
2024-2025 Season,21,ATL,SG,10,0,124,5.2,13.6,.383,1.2,5.5,.211,4.1,8.1,.500,.426,3.8,5.2,.722,1.5,4.6,6.1,4.9,0.9,0.6,2.3,2.6,15.4
