age,fg_per_36Min,fg_att_per_36Min,pt3_per_36Min,pt3_att_per_36Min,ft_per_36Min,ft_att_per_36Min,off_rb_per_36Min,total_rb_per_36Min,ass_per_36Min,steals_per_36Min,blocks_per_36Min,turn_overs_per_36Min,perFouls_per_36Min,pts_per_36Min,fg_pct,pt3_pct,ft_pct,ws_per_48Min
32,6.8,15.9,3.4,9.2,2.1,2.3,0.8,4.2,3.7,1.3,0.4,1.7,2.6,19.2,.430,.376,.889,.086
