File,Date Last Updated,Time Last Updated
player characteristics.csv,2024-11-07,11:15:36
player season projections.csv,2024-11-07,11:15:36
player totals.csv,2024-11-07,11:15:36
player 36-Min stats.csv,2024-11-07,11:15:36
player advanced stats.csv,2024-11-07,11:15:36
