Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Caris LeVert,Cleveland Cavaliers,SG,6-6,205,"August 25, 1994",US,8,https://www.basketball-reference.com/players/l/leverca01.html
