Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Bruce Brown,Toronto Raptors,PG,6-4,202,"August 15, 1996",US,6,https://www.basketball-reference.com/players/b/brownbr01.html
