Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Antonio Reeves,New Orleans Pelicans,SG,6-5,205,"November 20, 2000",US,R,https://www.basketball-reference.com/players/r/reevean01.html
