Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Nikola Vučević,Chicago Bulls,C,6-10,260,"October 24, 1990",CH,12,https://www.basketball-reference.com/players/v/vucevni01.html
