date,team,opponent,win/loss,score,minutes played,field goals,field goal att,field goal pct,3-Pts,3-Pts Att,3-Pts Pct,free throws,free throw att,free throw pct,offensive rebounds,defensive rebounds,total rebounds,assists,steals,blocks,turnovers,personal fouls,pts,game score,plus/minus
2025-02-03,ATL,DET,W,132-130,12,0,5,.000,0,3,.000,3,3,1.000,0,4,4,0,1,0,0,3,3,0.5,11
2025-02-01,ATL,IND,L,127-132,19,3,5,.600,3,5,.600,5,6,.833,0,3,3,0,0,0,2,4,14,8.6,9
2025-01-30,ATL,CLE,L,115-137,17,2,5,.400,2,5,.400,0,0,,1,4,5,0,0,0,0,1,6,4.8,-4
2025-01-28,ATL,HOU,L,96-100,12,1,6,.167,1,4,.250,0,0,,1,0,1,0,0,0,0,1,3,-0.5,-5
2025-01-27,ATL,MIN,L,92-100,26,2,4,.500,2,4,.500,0,0,,0,1,1,1,1,1,2,2,6,3.9,-9
