Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Kyle Anderson,Minnesota Timberwolves,PF,6-9,230,"September 20, 1993",US,9,https://www.basketball-reference.com/players/a/anderky01.html
