Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
E.J. Liddell,Chicago Bulls,PF,6-7,240,"December 18, 2000",US,1,https://www.basketball-reference.com/players/l/liddeej01.html
