Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Charles Bassey,San Antonio Spurs,C,6-10,235,"October 28, 2000",NG,3,https://www.basketball-reference.com/players/b/bassech01.html
