season,age,team,league,position,total games,games started,minutes played,player efficiency rating,true shooting pct,3-Pts att rate,free throw att rate,offensive rebound rate,defensive rebound rate,total rebound rate,assist pct,steal pct,block pct,turnover pct,player usage pct,offensive win shares,defensive win shares,win shares,win shares (per 48 min),offensive box plus minus,defensive box plus minus,box plus minus,value over replacement player
2020-2021 Season,20,ATL,NBA,C,50,4,601,16.8,.655,.020,.383,11.5,18.0,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,.155,-2.2,0.8,-1.4,0.1
2021-2022 Season,21,ATL,NBA,C,48,6,992,19.8,.714,.000,.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,3.1,1.1,4.2,.202,0.0,0.8,0.8,0.7
2022-2023 Season,22,ATL,NBA,C,80,18,1849,19.4,.678,.026,.394,12.7,21.5,17.0,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,.185,0.0,0.8,0.8,1.3
2023-2024 Season,23,ATL,NBA,C,55,8,1405,16.9,.674,.189,.318,10.8,18.6,14.6,7.2,0.9,3.8,9.8,13.7,3.5,1.0,4.5,.153,0.0,-0.5,-0.4,0.5
2024-2025 Season,24,ATL,NBA,C,40,6,986,19.0,.615,.195,.337,12.0,21.8,16.8,11.2,1.6,3.3,9.4,17.2,2.3,1.2,3.5,.170,0.7,0.5,1.2,0.8
