Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Jaylin Williams,Oklahoma City Thunder,C,6-9,240,"June 29, 2002",US,1,https://www.basketball-reference.com/players/w/willija07.html
