season,age,team,league,position,total games,games started,minutes played,player efficiency rating,true shooting pct,3-Pts att rate,free throw att rate,offensive rebound rate,defensive rebound rate,total rebound rate,assist pct,steal pct,block pct,turnover pct,player usage pct,offensive win shares,defensive win shares,win shares,win shares (per 48 min),offensive box plus minus,defensive box plus minus,box plus minus,value over replacement player
2023-2024 Season,21,ATL,NBA,PF,6,0,73,15.0,.468,.391,.261,14.4,18.6,16.4,7.0,3.3,4.9,3.8,15.2,0.1,0.1,0.2,.127,-2.1,0.6,-1.5,0.0
2024-2025 Season,22,ATL,NBA,PF,4,1,52,6.2,.354,.500,.000,6.0,21.2,13.4,2.7,1.8,1.8,4.0,19.6,-0.1,0.1,-0.1,-0.065,-4.7,-0.1,-4.8,0.0
