season,age,team,position,games,games started,minutes played,field goals,field goal att,field goal pct,3-Pts,3-Pts Att,3-Pts Pct,2-Pts,2-Pts Att,2-Pts Pct,free throws,free throw att,free throw pct,offensive rebounds,defensive rebounds,total rebounds,assists,steals,blocks,turnovers,personal fouls,total pts
2023-2024 Season,21,ATL,PF,6,0,73,3.9,11.3,.348,1.5,4.4,.333,2.5,6.9,.357,.413,2.5,3.0,.833,4.9,5.9,10.8,2.0,2.5,2.0,0.5,6.4,11.8
2024-2025 Season,22,ATL,PF,5,2,68,6.4,16.4,.387,0.5,7.4,.071,5.8,9.0,.647,.403,0.0,0.5,.000,1.6,6.4,7.9,1.1,2.6,1.1,0.5,2.1,13.2
