season,age,team,league,position,total games,games started,minutes played,player efficiency rating,true shooting pct,3-Pts att rate,free throw att rate,offensive rebound rate,defensive rebound rate,total rebound rate,assist pct,steal pct,block pct,turnover pct,player usage pct,offensive win shares,defensive win shares,win shares,win shares (per 48 min),offensive box plus minus,defensive box plus minus,box plus minus,value over replacement player
2021-2022 Season,21,OKC,NBA,SG,30,8,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,.042,-4.3,-1.0,-5.3,-0.6
2022-2023 Season,22,ATL,NBA,PG,29,0,165,7.7,.475,.568,.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0.0,0.1,0.1,.042,-4.2,0.6,-3.6,-0.1
2023-2024 Season,23,ATL,NBA,PG,22,14,541,8.4,.633,.654,.058,2.1,8.6,5.2,11.6,1.2,1.0,15.8,9.8,0.5,0.1,0.6,.056,-3.3,-0.4,-3.7,-0.2
2024-2025 Season,24,ATL,NBA,PG,32,15,647,10.8,.559,.659,.131,1.9,11.3,6.4,17.8,1.8,2.3,13.5,13.5,0.5,0.6,1.0,.076,-1.9,1.1,-0.8,0.2
