Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Andre Drummond,Philadelphia 76ers,C,6-11,279,"August 10, 1993",US,12,https://www.basketball-reference.com/players/d/drumman01.html
