Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Admiral Schofield,Orlando Magic,PF,6-5,241,"March 30, 1997",GB,3,https://www.basketball-reference.com/players/s/schofad01.html
