season,age,team,league,position,total games,games started,minutes played,player efficiency rating,true shooting pct,3-Pts att rate,free throw att rate,offensive rebound rate,defensive rebound rate,total rebound rate,assist pct,steal pct,block pct,turnover pct,player usage pct,offensive win shares,defensive win shares,win shares,win shares (per 48 min),offensive box plus minus,defensive box plus minus,box plus minus,value over replacement player
2022-2023 Season,21,MEM,NBA,PF,70,4,1258,8.8,.519,.505,.155,4.2,12.0,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,.043,-3.2,-0.7,-3.9,-0.6
2023-2024 Season,22,2TM,NBA,PF,65,13,1177,8.7,.484,.401,.166,4.8,15.2,9.8,10.3,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,.004,-4.0,-1.0,-5.0,-0.9
2023-2024 Season,22,MEM,NBA,PF,48,13,1114,8.7,.485,.404,.174,4.8,15.2,9.8,10.4,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,.005,-3.9,-1.0,-5.0,-0.8
2023-2024 Season,22,PHO,NBA,PF,17,0,63,7.9,.469,.348,.043,3.8,15.4,9.9,8.8,1.6,0.0,11.3,18.2,-0.1,0.1,0.0,-0.006,-4.8,-1.0,-5.8,-0.1
2024-2025 Season,23,ATL,NBA,PF,26,3,343,12.1,.600,.467,.239,3.3,19.0,10.9,11.8,1.6,2.2,16.4,14.4,0.2,0.4,0.6,.078,-1.7,0.5,-1.2,0.1
