File,Date Last Updated,Time Last Updated
player characteristics.csv,2024-11-07,11:18:57
player season projections.csv,2024-11-07,11:18:57
player totals.csv,2024-11-07,11:18:57
player 36-Min stats.csv,2024-11-07,11:18:57
player advanced stats.csv,2024-11-07,11:18:57
