Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Dalen Terry,Chicago Bulls,SG,6-7,195,"July 12, 2002",US,1,https://www.basketball-reference.com/players/t/terryda01.html
