Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Kris Murray,Portland Trail Blazers,SF,6-8,220,"August 19, 2000",US,R,https://www.basketball-reference.com/players/m/murrakr01.html
