Player,Team,Position,Height,Weight,DOB,Nationality,Experience (Yrs),Website
Joel Embiid,Philadelphia 76ers,C,7-0,280,"March 16, 1994",CM,8,https://www.basketball-reference.com/players/e/embiijo01.html
